1100002c	0	1	72
12000032	12	13	23
54210000	13	24	32
2004002c	13	15	-1
13000038	24	25	35
35430000	24	36	38
20050038	24	27	-1
1100002e	25	26	36
12000034	36	37	47
54210000	36	48	56
2004002c	36	39	-1
1300003a	37	38	48
35430000	37	57	59
2005003a	38	40	-1
11000030	48	49	59
12000036	49	50	60
54210000	49	61	69
20040030	50	51	-1
1300003c	60	61	71
35430000	60	72	75
2005003c	60	62	-1
70000000	0	0	0
