1100002d	0	2	111
12000033	13	14	24
54210000	61	62	70
2004002d	62	64	-1
13000039	62	63	73
35430000	62	74	76
20050039	73	76	-1
1100002f	73	74	84
12000035	74	75	85
54210000	74	86	94
2004002d	75	77	-1
1300003b	85	86	96
35430000	85	97	100
2005003b	87	89	-1
11000031	87	88	98
12000037	97	98	108
54210000	97	109	117
20040031	97	99	-1
1300003d	99	100	110
35430000	99	118	120
2005003d	100	101	-1
70000000	0	0	0
